Player_id,Player,Draft_Team,Affiliation,Year,Round_NUmber,Round_pick,Overall_Pick
349,Rajon Rondo,Phoenix Suns,Kentucky,2006,1,21,21
350,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
351,Jahlil Okafor,Philadelphia 76ers,Duke,2015,1,3,3
352,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
353,Taj Gibson,Chicago Bulls,Southern California,2009,1,26,26
354,Tony Snell,Chicago Bulls,New Mexico,2013,1,20,20
355,Jarrett Culver,Phoenix Suns,Texas Tech,2019,1,6,6
356,Willie Cauley-Stein,Sacramento Kings,Kentucky,2015,1,6,6
357,Glenn Robinson III,Minnesota Timberwolves,Michigan,2014,2,10,40
358,Mason Jones,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
359,Maurice Harkless,Philadelphia 76ers,St. John's (NY),2012,1,15,15
360,D.J. Wilson,Milwaukee Bucks,Michigan,2017,1,17,17
361,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
362,Dylan Windler,Cleveland Cavaliers,Belmont,2019,1,26,26
363,Patrick Patterson,Houston Rockets,Kentucky,2010,1,14,14
364,Goga Bitadze,Indiana Pacers,KK Mega Leks (Serbia),2019,1,18,18
365,Jake Layman,Orlando Magic,Maryland,2016,2,17,47
366,Isaiah Hartenstein,Houston Rockets,BC Zalgiris (Lithuania),2017,2,13,43
367,Sekou Doumbouya,Detroit Pistons,Limoges CSP (France),2019,1,15,15
368,Nerlens Noel,New Orleans Pelicans,Kentucky,2013,1,6,6
369,Marc Gasol,Los Angeles Lakers,CB Sant Josep (Spain),2007,2,18,48
370,Jordan McLaughlin,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
371,Bismack Biyombo,Sacramento Kings,Baloncesto Fuenlabrada (Spain),2011,1,7,7
372,Trey Lyles,Utah Jazz,Kentucky,2015,1,12,12
373,Precious Achiuwa,Miami Heat,Memphis,2020,1,20,20
374,Caleb Martin,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
375,E'Twaun Moore,Boston Celtics,Purdue,2011,2,25,55
376,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
377,Tyler Cook,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
378,Brandon Goodwin,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
379,Gabe Vincent,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
380,Wesley Matthews,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
381,Langston Galloway,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
382,Aaron Nesmith,Boston Celtics,Vanderbilt,2020,1,14,14
383,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
384,Boban Marjanovic,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
385,Damian Jones,Golden State Warriors,Vanderbilt,2016,1,30,30
386,Grant Williams,Boston Celtics,Tennessee,2019,1,22,22
387,Semi Ojeleye,Boston Celtics,Southern Methodist,2017,2,7,37
388,JaKarr Sampson,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
389,Nassir Little,Portland Trail Blazers,North Carolina,2019,1,25,25
390,Onyeka Okongwu,Atlanta Hawks,Southern California,2020,1,6,6
391,Kelan Martin,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
392,Rodney Hood,Utah Jazz,Duke,2014,1,23,23
393,Solomon Hill,Indiana Pacers,Arizona,2013,1,23,23
394,Charlie Brown Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
395,Al-Farouq Aminu,Los Angeles Clippers,Wake Forest,2010,1,8,8
396,Stanley Johnson,Detroit Pistons,Arizona,2015,1,8,8
397,Andre Iguodala,Philadelphia 76ers,Arizona,2004,1,9,9
398,Yuta Watanabe,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
399,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
400,John Konchar,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
401,Devin Cannady,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
402,Mike Scott,Atlanta Hawks,Virginia,2012,2,13,43
403,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
404,Lamar Stevens,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
405,Kevon Looney,Golden State Warriors,California-Los Angeles,2015,1,30,30
406,Paul Watson,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
407,Nico Mannion,Golden State Warriors,Arizona,2020,2,18,48
408,DaQuan Jeffries,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
409,Josh Hall,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
410,Obi Toppin,New York Knicks,Dayton,2020,1,8,8
411,Darius Miller,New Orleans Hornets,Kentucky,2012,2,16,46
412,Chris Chiozza,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
413,Jordan Bone,New Orleans Pelicans,Tennessee,2019,2,27,57
414,Udonis Haslem,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
415,Cody Martin,Charlotte Hornets,North Carolina State,2019,2,6,36
416,Carsen Edwards,Philadelphia 76ers,Purdue,2019,2,3,33
417,Matisse Thybulle,Boston Celtics,Washington,2019,1,20,20
418,Brodric Thomas,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
419,Kevin Knox II,New York Knicks,Kentucky,2018,1,9,9
420,Justin James,Sacramento Kings,Wyoming,2019,2,10,40
421,Danté Exum,Utah Jazz,Australian Institute of Sport (Australia),2014,1,5,5
422,Ersan Ilyasova,Milwaukee Bucks,Ulkerspor (Turkey),2005,2,6,36
423,Tremont Waters,Boston Celtics,Louisiana State,2019,2,21,51
424,Nathan Knight,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
425,Skylar Mays,Atlanta Hawks,Louisiana State,2020,2,20,50
426,Thon Maker,Milwaukee Bucks,,2016,1,10,10
427,Isaiah Joe,Philadelphia 76ers,Arkansas,2020,2,19,49
428,P.J. Tucker,Toronto Raptors,Texas,2006,2,5,35
429,Luka Samanic,San Antonio Spurs,KK Olimpija (Slovenia),2019,1,19,19
430,Javonte Green,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
431,Wenyen Gabriel,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
432,Luke Kornet,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
433,Paul Reed,Philadelphia 76ers,DePaul,2020,2,28,58
434,Meyers Leonard,Portland Trail Blazers,Illinois,2012,1,11,11
435,Quinn Cook,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
436,Zeke Nnaji,Denver Nuggets,Arizona,2020,1,22,22
437,Amir Coffey,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
438,Killian Tillie,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
439,Mamadi Diakite,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
440,Alfonzo McKinnie,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
441,Romeo Langford,Boston Celtics,Indiana,2019,1,14,14
442,Ryan Arcidiacono,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
443,Matt Thomas,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
444,Anthony Gill,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
445,Jahmi'us Ramsey,Sacramento Kings,Texas Tech,2020,2,13,43
446,Gary Clark,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
447,Cam Reynolds,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
448,Reggie Perry,LA Clippers,Mississippi State,2020,2,27,57
449,Nicolo Melli,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
450,Sam Merrill,New Orleans Pelicans,Utah State,2020,2,30,60
451,Trent Forrest,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
452,Thanasis Antetokounmpo,New York Knicks,Delaware 87ers (D-League),2014,2,21,51
453,Harry Giles III,Portland Trail Blazers,Duke,2017,1,20,20
454,Markus Howard,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
455,Bruno Caboclo,Toronto Raptors,Esporte Clube Pinheiros (Brazil),2014,1,20,20
456,Kyle Guy,New York Knicks,Virginia,2019,2,25,55
457,Matthew Dellavedova,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
458,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
459,Didi Louzada,Atlanta Hawks,Sesi Franca (Brazil),2019,2,5,35
460,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
461,Amida Brimah,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
462,Anderson Varejao,Orlando Magic,FC Barcelona Basquet (Spain),2004,2,1,30
463,Josh Green,Dallas Mavericks,Arizona,2020,1,18,18
464,Grant Riller,Charlotte Hornets,College of Charleston,2020,2,26,56
465,Tre Jones,San Antonio Spurs,Duke,2020,2,11,41
466,Gary Payton II,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
467,Jordan Bell,Chicago Bulls,Oregon,2017,2,8,38
468,KZ Okpala,Phoenix Suns,Stanford,2019,2,2,32
469,Tacko Fall,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
470,Rondae Hollis-Jefferson,Portland Trail Blazers,Arizona,2015,1,23,23
471,Jeremiah Martin,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
472,Mfiondu Kabengele,Brooklyn Nets,Florida State,2019,1,27,27
473,Rayjon Tucker,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
474,Vernon Carey Jr.,Charlotte Hornets,Duke,2020,2,2,32
475,Wes Iwundu,Orlando Magic,Kansas State,2017,2,3,33
476,Justin Robinson,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
477,Quinndary Weatherspoon,San Antonio Spurs,Mississippi State,2019,2,19,49
478,Jarrell Brantley,Indiana Pacers,College of Charleston,2019,2,20,50
479,CJ Elleby,Portland Trail Blazers,Washington State,2020,2,16,46
480,Sean McDermott,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
481,Bol Bol,Miami Heat,Oregon,2019,2,14,44
482,Shaquille Harrison,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
483,Chris Silva,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
484,Devon Dotson,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
485,Ed Davis,Toronto Raptors,North Carolina,2010,1,13,13
486,Vlatko Čančar,Denver Nuggets,KK Mega Leks (Serbia),2017,2,19,49
487,Deividas Sirvydis,Dallas Mavericks,BC Lietuvos rytas (Lithuania),2019,2,7,37
488,Jontay Porter,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
489,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
490,Jalen Smith,Phoenix Suns,Maryland,2020,1,10,10
491,Nate Hinton,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
492,Sindarius Thornwell,Milwaukee Bucks,South Carolina,2017,2,18,48
493,Devontae Cacok,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
494,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
495,Miye Oni,Golden State Warriors,Yale,2019,2,28,58
496,Alen Smailagic,New Orleans Pelicans,Santa Cruz (G League),2019,2,9,39
497,Cassius Winston,Oklahoma City Thunder,Michigan State,2020,2,23,53
498,Daniel Oturu,Minnesota Timberwolves,Minnesota,2020,2,3,33
499,Axel Toupane,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
500,Elijah Hughes,New Orleans Pelicans,Syracuse,2020,2,9,39
501,T.J. Leaf,Indiana Pacers,California-Los Angeles,2017,1,18,18
502,James Nunnally,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
503,Tim Frazier,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
504,Anthony Tolliver,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
505,Bruno Fernando,Philadelphia 76ers,Maryland,2019,2,4,34
506,Norvel Pelle,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
507,Robert Woodard II,Memphis Grizzlies,Mississippi State,2020,2,10,40
508,Cassius Stanley,Indiana Pacers,Duke,2020,2,24,54
509,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
510,Nate Darling,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
511,Cristiano Felicio,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
512,Jalen Lecque,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
513,Kris Dunn,Minnesota Timberwolves,Providence,2016,1,5,5
514,Juwan Morgan,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
515,Andre Roberson,Minnesota Timberwolves,Colorado,2013,1,26,26
516,Marques Bolden,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
517,Karim Mane,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
518,Adam Mokoka,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
519,Udoka Azubuike,Utah Jazz,Kansas,2020,1,27,27
520,Iman Shumpert,New York Knicks,Georgia Tech,2011,1,17,17
521,Malik Fitts,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
522,Patrick McCaw,Golden State Warriors,Nevada-Las Vegas,2016,2,8,38
523,Tyler Bey,Philadelphia 76ers,Colorado,2020,2,6,36
524,Tyrell Terry,Dallas Mavericks,Stanford,2020,2,1,31
525,Nick Richards,New Orleans Pelicans,Kentucky,2020,2,12,42
526,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
527,Vincent Poirier,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
528,Keljin Blevins,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
529,Ty-Shon Alexander,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
530,Brian Bowen II,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
531,Jared Dudley,Charlotte Bobcats,Boston College,2007,1,22,22
532,Jared Harper,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
533,Jaylen Adams,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
534,Terrance Ferguson,Oklahoma City Thunder,Adelaide 36ers (Australia),2017,1,21,21
535,Theo Pinson,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
536,Anžejs Pasečņiks,Orlando Magic,CB Gran Canaria (Spain),2017,1,25,25
537,Ashton Hagans,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
538,Greg Whittington,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
539,Noah Vonleh,Charlotte Hornets,Indiana,2014,1,9,9
540,Will Magnay,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
541,Klay Thompson,Golden State Warriors,Washington State,2011,1,11,11
542,Cade Cunningham,Detroit Pistons,Oklahoma State,2021,1,1,1
543,Jalen Green,Houston Rockets,Ignite (G League),2021,1,2,2
544,Scottie Barnes,Toronto Raptors,Florida State,2021,1,4,4
545,Franz Wagner,Orlando Magic,Michigan,2021,1,8,8
546,Evan Mobley,Cleveland Cavaliers,Southern California,2021,1,3,3
547,Chris Duarte,Indiana Pacers,Oregon,2021,1,13,13
548,Brandon Williams,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
549,Josh Giddey,Oklahoma City Thunder,NBA Global Academy (Australia),2021,1,6,6
550,Jalen Suggs,Orlando Magic,Gonzaga,2021,1,5,5
551,Davion Mitchell,Sacramento Kings,Baylor,2021,1,9,9
552,Zavier Simpson,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
553,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
554,Tre Mann,Oklahoma City Thunder,Florida,2021,1,18,18
555,Bones Hyland,Denver Nuggets,Virginia Commonwealth,2021,1,26,26
556,Duane Washington Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
557,Terry Taylor,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
558,Alperen Sengun,Oklahoma City Thunder,Besiktas (Turkey),2021,1,16,16
559,Herbert Jones,New Orleans Pelicans,Alabama,2021,2,5,35
560,Jonathan Kuminga,Golden State Warriors,Ignite (G League),2021,1,7,7
561,Ayo Dosunmu,Chicago Bulls,Illinois,2021,2,8,38
562,Cam Thomas,Brooklyn Nets,Louisiana State,2021,1,27,27
563,Lance Stephenson,Indiana Pacers,Cincinnati,2010,2,10,40
564,Aaron Wiggins,Oklahoma City Thunder,Maryland,2021,2,25,55
565,Isaiah Jackson,Los Angeles Lakers,Kentucky,2021,1,22,22
566,Corey Kispert,Washington Wizards,Gonzaga,2021,1,15,15
567,Ziaire Williams,New Orleans Pelicans,Stanford,2021,1,10,10
568,Malik Newman,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
569,Lindy Waters III,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
570,Josh Christopher,Houston Rockets,Arizona State,2021,1,24,24
571,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
572,Trendon Watford,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
573,Jeremiah Robinson-Earl,New York Knicks,Villanova,2021,2,2,32
574,Austin Reaves,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
575,Keon Johnson,New York Knicks,Tennessee,2021,1,21,21
576,Braxton Key,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
577,Olivier Sarr,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
578,Brandon Boston,Memphis Grizzlies,Kentucky,2021,2,21,51
579,Georgios Kalaitzakis,Indiana Pacers,BC Nevezis (Greece),2021,2,30,60
580,BJ Johnson,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
581,Brandon Knight,Detroit Pistons,Kentucky,2011,1,8,8
582,Justin Anderson,Dallas Mavericks,Virginia,2015,1,21,21
583,Isaiah Livers,Detroit Pistons,Michigan,2021,2,12,42
584,Derrick Walton Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
585,Hassani Gravett,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
586,Vít Krejčí,Washington Wizards,Basket Zaragoza 2002 (Spain),2020,2,7,37
587,Chaundee Brown Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
588,Day'Ron Sharpe,Phoenix Suns,North Carolina,2021,1,29,29
589,Jose Alvarado,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
590,Quentin Grimes,LA Clippers,Houston,2021,1,25,25
591,Kessler Edwards,Brooklyn Nets,Pepperdine,2021,2,14,44
592,Luka Garza,Detroit Pistons,Iowa,2021,2,22,52
593,Xavier Moon,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
594,Joshua Primo,San Antonio Spurs,Alabama,2021,1,12,12
595,Keifer Sykes,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
596,Greg Monroe,Detroit Pistons,Georgetown,2010,1,7,7
597,Trey Murphy III,Memphis Grizzlies,Virginia,2021,1,17,17
598,Omer Yurtseven,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
599,Jock Landale,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
600,David Duke Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
601,Greg Brown III,New Orleans Pelicans,Texas,2021,2,13,43
602,Cameron McGriff,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
603,James Bouknight,Charlotte Hornets,Connecticut,2021,1,11,11
604,Moses Moody,Golden State Warriors,Arkansas,2021,1,14,14
605,Davon Reed,Phoenix Suns,Miami (FL),2017,2,2,32
606,Trevelin Queen,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
607,Lindell Wigginton,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
608,Santi Aldama,Utah Jazz,Loyola-Maryland,2021,1,30,30
609,Gabe York,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
610,Mac McClung,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
611,Micah Potter,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
612,Scotty Hopson,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
613,Jamorko Pickett,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
614,Admiral Schofield,Philadelphia 76ers,Tennessee,2019,2,12,42
615,Jared Butler,Sacramento Kings,Baylor,2021,2,10,40
616,Malcolm Hill,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
617,Sandro Mamukelashvili,Indiana Pacers,Seton Hall,2021,2,24,54
618,Cheick Diallo,LA Clippers,Kansas,2016,2,3,33
619,Gabriel Lundberg,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
620,Daishen Nix,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
621,Dalano Banton,Toronto Raptors,Nebraska,2021,2,16,46
622,Charles Bassey,Philadelphia 76ers,Western Kentucky,2021,2,23,53
623,Javonte Smart,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
624,Matt Ryan,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
625,Neemias Queta,Sacramento Kings,Utah State,2021,2,9,39
626,Paris Bass,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
627,Trevon Scott,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
628,Tyrone Wallace,Utah Jazz,California,2016,2,30,60
629,Aleem Ford,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
630,Sam Hauser,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
631,Ish Wainright,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
632,Jalen Johnson,Atlanta Hawks,Duke,2021,1,20,20
633,Haywood Highsmith,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
634,Justin Champagnie,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
635,Nik Stauskas,Sacramento Kings,Michigan,2014,1,8,8
636,Miles McBride,Oklahoma City Thunder,West Virginia,2021,2,6,36
637,Jericho Sims,New York Knicks,Texas,2021,2,28,58
638,Jeff Dowtin Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
639,Joe Wieskamp,San Antonio Spurs,Iowa,2021,2,11,41
640,JT Thor,Detroit Pistons,Auburn,2021,2,7,37
641,Ahmad Caver,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
642,Craig Sword,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
643,Jemerrio Jones,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
644,Joe Johnson,Boston Celtics,Arkansas,2001,1,10,10
645,Usman Garuba,Houston Rockets,Madrid (ESP),2021,1,23,23
646,Marko Simonovic,Chicago Bulls,KK Mega Leks (Serbia),2020,2,14,44
647,Eugene Omoruyi,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
648,Isaiah Todd,Milwaukee Bucks,Ignite (G League),2021,2,1,31
649,Wayne Selden,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
650,Kevin Pangos,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
651,Emmanuel Mudiay,Denver Nuggets,Guangdong Southern Tigers (China),2015,1,7,7
652,Rob Edwards,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
653,Leandro Bolmaro,New York Knicks,FC Barcelona Basquet (Spain),2020,1,23,23
654,Darren Collison,New Orleans Hornets,California-Los Angeles,2009,1,21,21
655,Jordan Schakel,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
656,Moses Wright,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
657,Myles Powell,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
658,Marcus Garrett,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
659,Yves Pons,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
660,Petr Cornelie,Denver Nuggets,Le Mans Sarthe Basket (France),2016,2,23,53
661,Ruben Nembhard Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
662,Kai Jones,New York Knicks,Texas,2021,1,19,19
663,Jaden Springer,Philadelphia 76ers,Tennessee,2021,1,28,28
664,McKinley Wright IV,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
665,Shaq Buchanan,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
666,Carlik Jones,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
667,Jarron Cumberland,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
668,Jaylen Morris,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
669,Xavier Sneed,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
670,Sharife Cooper,Atlanta Hawks,Auburn,2021,2,18,48
