Player_id,Player,Draft_Team,Affiliation,Year,Round_NUmber,Round_pick,Overall_Pick
671,Scottie Lewis,Charlotte Hornets,Florida,2021,2,26,56
672,Aaron Henry,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
673,Joel Ayayi,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
674,George King,Phoenix Suns,Colorado,2018,2,29,59
675,Ade Murkey,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
676,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
677,CJ Miles,Utah Jazz,Skyline,2005,2,4,34
678,Cat Barber,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
679,David Johnson,Toronto Raptors,Louisville,2021,2,17,47
680,DeJon Jarreau,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
681,Emanuel Terry,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
682,Feron Hunt,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
683,JaQuori McLaughlin,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
684,Jaime Echenique,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
685,Javin DeLaurier,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
686,Jay Huff,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
687,Jaysean Paige,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
688,Jon Teske,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
689,Jordan Goodwin,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
690,MJ Walker,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
691,Matt Mooney,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
692,Sam Dekker,Houston Rockets,Wisconsin,2015,1,18,18
693,Trayvon Palmer,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
694,Tyler Hall,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
695,Zylan Cheatham,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
696,Paolo Banchero,Orlando Magic,Duke,2022,1,1,1
697,Bennedict Mathurin,Indiana Pacers,Arizona,2022,1,6,6
698,Jaden Ivey,Detroit Pistons,Purdue,2022,1,5,5
699,RaiQuan Gray,Brooklyn Nets,Florida State,2021,2,29,59
700,Jalen Williams,Oklahoma City Thunder,Santa Clara,2022,1,12,12
701,Jabari Smith Jr.,Houston Rockets,Auburn,2022,1,3,3
702,Keegan Murray,Sacramento Kings,Iowa,2022,1,4,4
703,Jeremy Sochan,San Antonio Spurs,Baylor,2022,1,9,9
704,Nate Williams,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
705,Malaki Branham,San Antonio Spurs,Ohio State,2022,1,20,20
706,Shaedon Sharpe,Portland Trail Blazers,Kentucky,2022,1,7,7
707,Julian Champagnie,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
708,Andrew Nembhard,Indiana Pacers,Gonzaga,2022,2,1,31
709,Tari Eason,Houston Rockets,Louisiana State,2022,1,17,17
710,Walker Kessler,Memphis Grizzlies,Auburn,2022,1,22,22
711,Jalen Duren,Charlotte Hornets,Memphis,2022,1,13,13
712,Mark Williams,Charlotte Hornets,Duke,2022,1,15,15
713,AJ Griffin,Atlanta Hawks,Duke,2022,1,16,16
714,Jaden Hardy,Sacramento Kings,Ignite (G League),2022,2,7,37
715,Ochai Agbaji,Cleveland Cavaliers,Kansas,2022,1,14,14
716,Chance Comanche,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
717,David Roddy,Philadelphia 76ers,Colorado State,2022,1,23,23
718,Simone Fontecchio,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
719,Quenton Jackson,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
720,Jaylin Williams,Oklahoma City Thunder,Arkansas,2022,2,4,34
721,Johnny Davis,Washington Wizards,Wisconsin,2022,1,10,10
722,Nikola Jović,Miami Heat,KK Mega Leks (Serbia),2022,1,27,27
723,Jamal Cain,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
724,Bryce McGowens,Minnesota Timberwolves,Nebraska,2022,2,10,40
725,MarJon Beauchamp,Milwaukee Bucks,Ignite (G League),2022,1,24,24
726,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
727,Kenneth Lofton Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
728,Blake Wesley,San Antonio Spurs,Notre Dame,2022,1,25,25
729,Ousmane Dieng,New York Knicks,Breakers (New Zealand),2022,1,11,11
730,Johnny Juzang,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
731,Christian Braun,Denver Nuggets,Kansas,2022,1,21,21
732,TyTy Washington Jr.,Memphis Grizzlies,Kentucky,2022,1,29,29
733,AJ Green,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
734,Justin Minaya,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
735,Kevon Harris,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
736,Patrick Baldwin Jr.,Golden State Warriors,Wisconsin-Milwaukee,2022,1,28,28
737,Dominick Barlow,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
738,Jabari Walker,Portland Trail Blazers,Colorado,2022,2,27,57
739,Dyson Daniels,New Orleans Pelicans,Ignite (G League),2022,1,8,8
740,Xavier Cooks,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
741,Caleb Houstan,Orlando Magic,Michigan,2022,2,2,32
742,Darius Days,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
743,Orlando Robinson,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
744,A.J. Lawson,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
745,Peyton Watson,Oklahoma City Thunder,California-Los Angeles,2022,1,30,30
746,Jared Rhoden,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
747,Christian Koloko,Toronto Raptors,Arizona,2022,2,3,33
748,Max Christie,Los Angeles Lakers,Michigan State,2022,2,5,35
749,Jordan Hall,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
750,Josh Minott,Charlotte Hornets,Memphis,2022,2,15,45
751,Jacob Gilyard,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
752,Jake LaRavia,Minnesota Timberwolves,Wake Forest,2022,1,19,19
753,Jamaree Bouyea,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
754,Tyler Dorsey,Atlanta Hawks,Oregon,2017,2,11,41
755,Dru Smith,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
756,Jason Preston,Orlando Magic,Ohio,2021,2,3,33
757,Moussa Diabaté,LA Clippers,Michigan,2022,2,13,43
758,Isaiah Mobley,Cleveland Cavaliers,Southern California,2022,2,19,49
759,Lester Quinones,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
760,John Butler Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
761,Scotty Pippen Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
762,Dalen Terry,Chicago Bulls,Arizona State,2022,1,18,18
763,Ron Harper Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
764,Kennedy Chandler,San Antonio Spurs,Tennessee,2022,2,8,38
765,Donovan Williams,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
766,Stanley Umude,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
767,Vince Williams Jr.,Memphis Grizzlies,Virginia Commonwealth,2022,2,17,47
768,Ryan Rollins,Atlanta Hawks,Toledo,2022,2,14,44
769,Trevor Hudgins,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
770,Buddy Boeheim,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
771,JD Davison,Boston Celtics,Alabama,2022,2,23,53
772,Kendall Brown,Minnesota Timberwolves,Baylor,2022,2,18,48
773,Keon Ellis,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
774,Wendell Moore Jr.,Dallas Mavericks,Duke,2022,1,26,26
775,Tyrese Martin,Golden State Warriors,Connecticut,2022,2,21,51
776,Cole Swider,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
777,Jack White,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
778,Chima Moneke,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
779,Kobi Simmons,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
780,Trevor Keels,New York Knicks,Duke,2022,2,12,42
781,Dereon Seabron,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
782,Alondes Williams,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
783,Deonte Burton,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
784,Michael Foster Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
785,Victor Wembanyama,San Antonio Spurs,Metropolitans 92 (France),2023,1,1,1
786,Brandon Miller,Charlotte Hornets,Alabama,2023,1,2,2
787,Chet Holmgren,Oklahoma City Thunder,Gonzaga,2022,1,2,2
788,GG Jackson,Memphis Grizzlies,South Carolina,2023,2,15,45
789,Scoot Henderson,Portland Trail Blazers,Ignite (G League),2023,1,3,3
790,Keyonte George,Utah Jazz,Baylor,2023,1,16,16
791,Cam Whitmore,Houston Rockets,Villanova,2023,1,20,20
792,Jaime Jaquez Jr.,Miami Heat,California-Los Angeles,2023,1,18,18
793,Amen Thompson,Houston Rockets,Overtime Elite,2023,1,4,4
794,Brandin Podziemski,Golden State Warriors,Santa Clara,2023,1,19,19
795,Duop Reath,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
796,Ausar Thompson,Detroit Pistons,Overtime Elite,2023,1,5,5
797,Dereck Lively II,Oklahoma City Thunder,Duke,2023,1,12,12
798,Gradey Dick,Toronto Raptors,Kansas,2023,1,13,13
799,Tristan Vukcevic,Washington Wizards,Real Madrid Baloncesto (Spain),2023,2,12,42
800,Bilal Coulibaly,Indiana Pacers,Metropolitans 92 (France),2023,1,7,7
801,Marcus Sasser,Memphis Grizzlies,Houston,2023,1,25,25
802,Trayce Jackson-Davis,Washington Wizards,Indiana,2023,2,27,57
803,Jordan Hawkins,New Orleans Pelicans,Connecticut,2023,1,14,14
804,Brice Sensabaugh,Utah Jazz,Ohio State,2023,1,28,28
805,Toumani Camara,Phoenix Suns,Dayton,2023,2,22,52
806,Taylor Hendricks,Utah Jazz,Central Florida,2023,1,9,9
807,Vasilije Micic,Philadelphia 76ers,KK Mega Leks (Serbia),2014,2,22,52
808,Javon Freeman-Liberty,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
809,Maozinha Pereira,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
810,Cason Wallace,Dallas Mavericks,Kentucky,2023,1,10,10
811,Trey Jemison III,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
812,Kris Murray,Portland Trail Blazers,Iowa,2023,1,23,23
813,Tosan Evbuomwan,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
814,Nick Smith Jr.,Charlotte Hornets,Arkansas,2023,1,27,27
815,Noah Clowney,Brooklyn Nets,Alabama,2023,1,21,21
816,Craig Porter Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
817,Dexter Dennis,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
818,Ricky Council IV,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
819,Sasha Vezenkov,Brooklyn Nets,FC Barcelona Basquet (Spain),2017,2,27,57
820,Jalen Wilson,Brooklyn Nets,Kansas,2023,2,21,51
821,Kobe Bufkin,Atlanta Hawks,Michigan,2023,1,15,15
822,Anthony Black,Orlando Magic,Arkansas,2023,1,6,6
823,Julian Strawther,Indiana Pacers,Gonzaga,2023,1,29,29
824,Taze Moore,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
825,Ben Sheppard,Indiana Pacers,Belmont,2023,1,26,26
826,Adama Sanogo,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
827,Izaiah Brockington,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
828,Matt Hurt,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
829,Mouhamed Gueye,Charlotte Hornets,Washington State,2023,2,9,39
830,Rayan Rupert,Portland Trail Blazers,Breakers (New Zealand),2023,2,13,43
831,Jules Bernard,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
832,Sidy Cissoko,San Antonio Spurs,Ignite (G League),2023,2,14,44
833,Drew Peterson,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
834,Jarace Walker,Washington Wizards,Houston,2023,1,8,8
835,Collin Gillespie,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
836,Gui Santos,Golden State Warriors,Associacao Atletica Ponte Preta (Brazil),2022,2,25,55
837,Onuralp Bitim,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
838,Oscar Tshiebwe,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
839,Terquavion Smith,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
840,Olivier-Maxence Prosper,Sacramento Kings,Marquette,2023,1,24,24
841,D.J. Carton,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
842,Henri Drell,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
843,Emoni Bates,Cleveland Cavaliers,Eastern Michigan,2023,2,19,49
844,Malik Williams,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
845,Leaky Black,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
846,Timmy Allen,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
847,Alex Fudge,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
848,Mouhamadou Gueye,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
849,Amari Bailey,Charlotte Hornets,California-Los Angeles,2023,2,11,41
850,Julian Phillips,Boston Celtics,Tennessee,2023,2,5,35
851,Andre Jackson Jr.,Orlando Magic,Connecticut,2023,2,6,36
852,Colby Jones,Charlotte Hornets,Xavier,2023,2,4,34
853,Kobe Brown,LA Clippers,Missouri,2023,1,30,30
854,D'Moi Hodge,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
855,Isaiah Wong,Indiana Pacers,Miami (FL),2023,2,25,55
856,Jordan Ford,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
857,Markquis Nowell,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
858,Leonard Miller,San Antonio Spurs,Ignite (G League),2023,2,3,33
859,Jordan Walsh,Sacramento Kings,Arkansas,2023,2,8,38
860,Jordan Miller,LA Clippers,Miami (FL),2023,2,18,48
861,Jalen Hood-Schifino,Los Angeles Lakers,Indiana,2023,1,17,17
862,Jett Howard,Orlando Magic,Michigan,2023,1,11,11
863,Jalen Pickett,Indiana Pacers,Penn State,2023,2,2,32
864,Seth Lundy,Atlanta Hawks,Penn State,2023,2,16,46
865,Ibou Badji,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
866,Adam Flagler,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
867,Colin Castleton,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
868,Dariq Whitehead,Brooklyn Nets,Duke,2023,1,22,22
869,Jacob Toppin,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
870,Jermaine Samuels Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
871,Nathan Mensah,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
872,Chris Livingston,Milwaukee Bucks,Kentucky,2023,2,28,58
873,Keyontae Johnson,Oklahoma City Thunder,Kansas State,2023,2,20,50
874,Hunter Tyson,Oklahoma City Thunder,Clemson,2023,2,7,37
875,Filip Petrusev,Philadelphia 76ers,KK Mega Leks (Serbia),2021,2,20,50
876,Jalen Slawson,Sacramento Kings,Furman,2023,2,24,54
877,Pat Spencer,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
878,E.J. Liddell,New Orleans Pelicans,Ohio State,2022,2,11,41
879,Pete Nance,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
880,Maxwell Lewis,Denver Nuggets,Pepperdine,2023,2,10,40
881,Andrew Funk,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
882,Dmytro Skapintsev,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
883,Jalen Crutcher,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
884,Kaiser Gates,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
885,Malcolm Cazalon,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
886,Jared McCain,Philadelphia 76ers,Duke,2024,1,16,16
887,Stephon Castle,San Antonio Spurs,Connecticut,2024,1,4,4
888,Tolu Smith,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
889,Alex Sarr,Washington Wizards,Perth Wildcats (Australia),2024,1,2,2
890,Zaccharie Risacher,Atlanta Hawks,JL Bourg (France),2024,1,1,1
891,Drew Timme,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
892,Guerschon Yabusele,Boston Celtics,SPO Rouen Basket,2016,1,16,16
893,Jaylen Wells,Memphis Grizzlies,Washington State,2024,2,9,39
894,Keion Brooks Jr.,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
895,Justin Edwards,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
896,Bub Carrington,Portland Trail Blazers,Pittsburgh,2024,1,14,14
897,Kyle Filipowski,Utah Jazz,Duke,2024,2,2,32
898,Kel'el Ware,Miami Heat,Indiana,2024,1,15,15
899,Zach Edey,Memphis Grizzlies,Purdue,2024,1,9,9
900,Yves Missi,New Orleans Pelicans,Baylor,2024,1,21,21
901,Dalton Knecht,Los Angeles Lakers,Tennessee,2024,1,17,17
902,Kyshawn George,New York Knicks,Miami (FL),2024,1,24,24
903,Isaiah Collier,Utah Jazz,Southern California,2024,1,29,29
904,Ja'Kobe Walter,Toronto Raptors,Baylor,2024,1,19,19
905,Matas Buzelis,Chicago Bulls,Ignite (G League),2024,1,11,11
906,Quinten Post,Golden State Warriors,Boston College,2024,2,22,52
907,Tyson Etienne,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
908,KJ Simpson,Charlotte Hornets,Colorado,2024,2,12,42
909,Karlo Matković,New Orleans Pelicans,Mega Mozzart (Serbia),2022,2,22,52
910,AJ Johnson,Milwaukee Bucks,Illawarra (Australia),2024,1,23,23
911,Damion Baugh,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
912,Tristan da Silva,Orlando Magic,Colorado,2024,1,18,18
913,Nae'Qwan Tomlin,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
914,Daeqwon Plowden,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
915,Jamal Shead,Sacramento Kings,Houston,2024,2,15,45
916,Jamison Battle,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
917,Jaylen Sims,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
918,Antonio Reeves,Orlando Magic,Kentucky,2024,2,17,47
919,Ryan Dunn,Denver Nuggets,Virginia,2024,1,28,28
920,Marcus Bagley,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
921,Donovan Clingan,Portland Trail Blazers,Connecticut,2024,1,7,7
922,Ajay Mitchell,New York Knicks,California-Santa Barbara,2024,2,8,38
923,Ronald Holland II,Detroit Pistons,Ignite (G League),2024,1,5,5
924,Jonathan Mogbo,Toronto Raptors,San Francisco,2024,2,1,31
925,N'Faly Dante,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
926,Tidjane Salaün,Charlotte Hornets,Cholet Basket (France),2024,1,6,6
927,Adem Bona,Philadelphia 76ers,California-Los Angeles,2024,2,11,41
928,Keaton Wallace,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
929,Alex Reese,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
930,Jaylen Martin,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
931,Cody Williams,Utah Jazz,Colorado,2024,1,10,10
932,Pelle Larsson,Houston Rockets,Arizona,2024,2,14,44
933,Rob Dillingham,San Antonio Spurs,Kentucky,2024,1,8,8
934,Reed Sheppard,Houston Rockets,Kentucky,2024,1,3,3
935,Terrence Shannon Jr.,Minnesota Timberwolves,Illinois,2024,1,27,27
936,Cam Spencer,Detroit Pistons,Connecticut,2024,2,23,53
937,Oso Ighodaro,Portland Trail Blazers,Marquette,2024,2,10,40
938,Jaylen Clark,Minnesota Timberwolves,California-Los Angeles,2023,2,23,53
939,Devin Carter,Sacramento Kings,Providence,2024,1,13,13
940,Branden Carlson,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
941,Jackson Rowe,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
942,Baylor Scheierman,Boston Celtics,Creighton,2024,1,30,30
943,Jaylon Tyson,Cleveland Cavaliers,California,2024,1,20,20
944,Isaac Jones,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
945,Elijah Harkless,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
946,Kylor Kelley,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
947,Tyler Smith,Milwaukee Bucks,Ignite (G League),2024,2,3,33
948,RayJ Dennis,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
949,Keshad Johnson,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
950,Reece Beekman,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
951,Dillon Jones,Washington Wizards,Weber State,2024,1,26,26
952,Miles Norris,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
953,Bronny James,Los Angeles Lakers,Southern California,2024,2,25,55
954,Enrique Freeman,Indiana Pacers,Akron,2024,2,20,50
955,Johnny Furphy,San Antonio Spurs,Kansas,2024,2,5,35
956,Tyler Kolek,Portland Trail Blazers,Marquette,2024,2,4,34
957,Ariel Hukporti,Dallas Mavericks,MHP Riesen (Germany),2024,2,28,58
958,Bobi Klintman,Minnesota Timberwolves,Cairns Taipans (Australia),2024,2,7,37
959,Jahmir Young,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
960,Trentyn Flowers,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
961,PJ Hall,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
962,Alex Ducas,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
963,Emanuel Miller,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
964,Pacôme Dadiet,New York Knicks,Ratiopharm Ulm (Germany),2024,1,25,25
965,Yuki Kawamura,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
966,Phillip Wheeler,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
967,Armel Traore,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
968,Jack McVeigh,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
969,Jazian Gortman,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
970,Kevin McCullar Jr.,Phoenix Suns,Kansas,2024,2,26,56
971,Quincy Olivari,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
972,Cam Christie,LA Clippers,Minnesota,2024,2,16,46
973,Trey Alexander,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
974,Spencer Jones,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
975,Skal Labissiere,Sacramento Kings,Kentucky,2016,1,28,28
976,Jalen Bridges,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
977,Daniss Jenkins,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
978,Luke Travers,Cleveland Cavaliers,Perth Wildcats (Australia),2022,2,26,56
979,Yuri Collins,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
980,Anton Watson,Boston Celtics,Gonzaga,2024,2,24,54
981,Isaiah Crawford,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
982,Harrison Ingram,San Antonio Spurs,North Carolina,2024,2,18,48
983,Ulrich Chomche,Memphis Grizzlies,APR BBC (Rwanda),2024,2,27,57
984,Liam Robbins,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
985,Cui Cui,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
986,Tristen Newton,Indiana Pacers,Connecticut,2024,2,19,49
987,Malevy Leons,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
988,Isaiah Stevens,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
989,Jesse Edwards,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
990,Riley Minix,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
991,Zyon Pullin,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted,Undrafted
